"","rowname","logFC_il1b","t_il1b","P.Value_il1b","adj.P.Val_il1b","z.std_il1b","DE_il1b","logFC_CTS","t_CTS","P.Value_CTS","adj.P.Val_CTS","z.std_CTS","DE_CTS"
"11","ENSG00000001630",0.136898655745605,1.196680371789,0.237501806719293,0.411596260491588,1.18125407161375,FALSE,0.299833175532267,2.76489859492006,0.00815809601971622,0.0297836562177291,2.64545573402222,TRUE
"12","ENSG00000001631",-0.0644765628227815,-1.3435393030545,0.185720919068566,0.346497597455337,-1.32334426034882,FALSE,0.128193943742724,2.75928583664378,0.00832565578821374,0.0302423367855861,2.63856980463797,TRUE
"13","ENSG00000002016",0.0996720766582366,1.21478339822575,0.230590163891516,0.403495498620648,1.19884000462821,FALSE,0.427188847203276,5.62458890238762,1.05810283185416e-06,3.62333251376387e-05,4.88051291655804,TRUE
"14","ENSG00000002330",0.256849543112042,2.59704874973187,0.0125022954010875,0.0476867601463404,2.49764037705417,TRUE,-0.214241036839028,-2.06266754579746,0.0447212394017681,0.108796882096792,-2.0072670144871,FALSE
"15","ENSG00000002549",0.576997731551749,5.44506623374185,1.94444625776173e-06,3.98501002940146e-05,4.75911396927846,TRUE,-0.152908856388019,-1.40380662497477,0.16711084977026,0.287489110550713,-1.38154695873766,FALSE
"16","ENSG00000002746",-0.0927434848240883,-0.940958117968346,0.352351047604081,0.532363960642803,-0.930038699792756,FALSE,-0.455221376911621,-4.41057853064258,7.49681815938083e-05,0.000865327391398787,-3.95994132229574,TRUE
"17","ENSG00000002822",0.0430495191169576,0.755850207424386,0.453516516572743,0.625239167516073,0.749565365960035,FALSE,-0.0128884498477307,-0.228234496566019,0.820461477619641,0.880007976060307,-0.226951471544067,FALSE
"18","ENSG00000002834",-0.125947204912689,-3.60224932107787,0.000780875016737737,0.0053274463382555,-3.35948637521716,TRUE,-0.14504153078775,-4.15077753863225,0.000144750806438456,0.00138583388292885,-3.79990630343592,TRUE
"19","ENSG00000002919",0.0584947322273258,1.29897228629395,0.200395120569685,0.36586394460681,1.28042666620539,FALSE,-0.00774729327081678,-0.173805523875193,0.862782039112304,0.907922244990201,-0.172833837093179,FALSE
"20","ENSG00000002933",-0.608729344717275,-5.25143264079664,3.73666204201396e-06,6.78429865044179e-05,-4.62551641798196,TRUE,-0.565178293800525,-4.97407516194609,9.55627817507223e-06,0.000185986485849742,-4.42697730672757,TRUE
"21","ENSG00000003056",0.13792751657607,4.48472685824511,5.00293967688761e-05,0.000574091306931079,4.05548960846378,TRUE,0.0567848489731578,1.85098630020469,0.0707529831901783,0.152878999820471,1.80705962381506,FALSE
"22","ENSG00000003393",-0.0687055092256026,-1.53377072083817,0.132198735112532,0.27221048815172,-1.5054877065433,FALSE,0.0686229015240747,1.55949900183978,0.126022417815899,0.234351019622933,1.52997701737354,FALSE
"23","ENSG00000003402",0.567388678551633,6.4554363139155,8.01966962324676e-08,2.66198911021942e-06,5.36668554368518,TRUE,-0.0265702618820242,-0.294954747697647,0.769453537860803,0.844395847916442,-0.293089767513373,FALSE
"24","ENSG00000003436",0.4234072002964,5.25036332832751,4.34490493255058e-06,7.66985583607338e-05,4.59416260329108,TRUE,0.128089983906259,1.5714662824346,0.123351162627287,0.230373305279578,1.54085876850412,FALSE
"25","ENSG00000003509",-0.0145347701641107,-0.210182583668996,0.834450779588041,0.907432150364119,-0.208996745046649,FALSE,0.154179178880945,2.3265248027706,0.0244766519227239,0.0690823814438695,2.24956374729769,FALSE
"26","ENSG00000003756",-0.116046892318227,-2.05173828690462,0.0459280052256628,0.127204234590964,-1.99605436821766,FALSE,0.135668904331928,2.43495023218622,0.01886165475424,0.0568529153469723,2.34825398431183,FALSE
"27","ENSG00000003989",2.87988122925476,8.29619881594804,2.87278765863075e-10,2.12920789411256e-08,6.30549258061278,TRUE,0.100539352543206,0.271094005079723,0.787749870001446,0.856879909859836,0.269233672099844,FALSE
"28","ENSG00000004059",-0.083035619981174,-1.75557917737642,0.0860186736903103,0.200087718831223,-1.71678384537112,FALSE,-0.179207152464294,-3.80535900376323,0.000429663388790527,0.00318888033614698,-3.52115993148572,TRUE
"29","ENSG00000004139",0.179744954321026,1.55594106948516,0.127029455216237,0.26469973712592,1.5259213407376,FALSE,0.0821836234266621,0.712244821962886,0.480220247947781,0.617744092135394,0.70594836632438,FALSE
"30","ENSG00000004142",-0.0256644219413636,-0.845935226767741,0.401976340381622,0.579122084844832,-0.838096799307565,FALSE,-0.0857186195702712,-2.83349350395108,0.00682721638021275,0.0259674194904331,-2.70515675652162,TRUE
"31","ENSG00000004399",0.0474179632577572,0.817448621472501,0.417973221928762,0.593477002295124,0.809942503492179,FALSE,0.0821871402300221,1.42150680755846,0.162060624508428,0.280622484442968,1.39817465911789,FALSE
"32","ENSG00000004455",0.0370871509928511,1.11434508081433,0.270975174777918,0.449522596334333,1.10081961101019,FALSE,-0.107817701430404,-3.24173723522303,0.00222898840838914,0.0110086186979365,-3.05789341593955,TRUE
"33","ENSG00000004478",0.0346437253743728,0.483555279527993,0.631124282855832,0.774922939383066,0.480145013124409,FALSE,0.578887992648208,8.36421177063836,1.36230272259733e-10,6.56530160014466e-08,6.42004924110721,TRUE
"34","ENSG00000004487",-0.0641474873147714,-1.53830468006328,0.130953173830744,0.270479918691064,-1.51035378731026,FALSE,-0.10303929040478,-2.48420461506509,0.016768941094358,0.0519306455363109,-2.39173508581521,FALSE
"35","ENSG00000004534",-0.0854866764564378,-1.31949383184751,0.193501439653263,0.35731724888873,-1.30029045086335,FALSE,0.226071148973973,3.56791050911165,0.000854988755178094,0.00528098644031866,3.33435040733198,TRUE
"36","ENSG00000004660",0.127004089615229,1.26851662520716,0.211239019610698,0.379956354921436,1.25016571118383,FALSE,0.151543529384458,1.55543305471371,0.127086598075283,0.235522363930509,1.52569195873503,FALSE
"37","ENSG00000004700",0.0456322237307293,0.865476582589713,0.391314198005754,0.56921776268588,0.857236493190344,FALSE,-0.00378928951125773,-0.0724305410826767,0.942577653437781,0.961580015974057,-0.0720304773294602,FALSE
"38","ENSG00000004766",-0.135883157950132,-2.02949613414771,0.0480770801497123,0.13157361767831,-1.97668647851174,FALSE,0.0640914933097109,0.995263661347091,0.324723601666533,0.467646052830512,0.984797392574853,FALSE
"39","ENSG00000004776",-0.338045555046563,-2.97656470087452,0.00469415522675178,0.0224559919136521,-2.82730529122468,TRUE,-0.234427145411606,-2.07190183680906,0.0440789576473717,0.107743031556858,-2.01333919497892,FALSE
"40","ENSG00000004777",-0.271421423246936,-2.02374395962385,0.048831720128785,0.13303324358348,-1.97005803116984,FALSE,0.0794111729079927,0.650213143502124,0.518800308766468,0.651873913279372,0.645195798225646,FALSE
"41","ENSG00000004779",0.0537454960289798,0.842565310573129,0.403867178666514,0.580995312463487,0.834734559516937,FALSE,0.0124414751778,0.196743864797586,0.844905364533199,0.896520979565968,0.195622862232576,FALSE
"42","ENSG00000004799",-0.324676284138134,-1.86385121776311,0.0686468400394198,0.170373269740037,-1.82073703232597,FALSE,0.380277635565549,2.3136172809976,0.0251857680751119,0.0707332458709541,2.23854144164296,FALSE
"43","ENSG00000004864",-0.151177638775382,-3.0936193753987,0.00338168366308418,0.0173592025228814,-2.93072833779688,TRUE,-0.22063594501467,-4.54513647393455,4.0851354481995e-05,0.000546823381202078,-4.10261112212305,TRUE
"44","ENSG00000004866",-0.0604224257117158,-1.29555287317366,0.201653284832719,0.367293417804217,-1.27685544997887,FALSE,-0.051264547638373,-1.11365643617106,0.271285376367874,0.410836182635006,-1.10010729358824,FALSE
"45","ENSG00000004897",-0.0954736245178103,-2.62779598667905,0.0116812156094674,0.0453608279656643,-2.52163104737887,TRUE,-0.170069004966533,-4.68649684434303,2.56167585552255e-05,0.000394870291062814,-4.20929602375588,TRUE
"46","ENSG00000004975",0.0497333565026563,1.05128449802468,0.298763914926801,0.478526394822811,1.03908777725682,FALSE,0.070243563007494,1.50129101057092,0.140333434196255,0.253217957551722,1.47455048923793,FALSE
"47","ENSG00000005007",0.0602376391288461,1.48577049501778,0.144209392534832,0.288918308734408,1.46029362802216,FALSE,0.124031397837168,3.07096038318002,0.00359285495481369,0.015973683828929,2.91185837567122,TRUE
"48","ENSG00000005020",0.011652394181441,0.194308372783044,0.846811669369969,0.915236623477071,0.193188085497948,FALSE,0.0915514180516452,1.53912321685107,0.130802175954964,0.240103536218603,1.51094613202466,FALSE
"49","ENSG00000005059",-0.16540281081181,-1.86456991348602,0.0688566910678596,0.170737455097459,-1.81935891116909,FALSE,-0.0628355329223694,-0.73312897961005,0.467333853892511,0.606502714436419,-0.72682387754232,FALSE
"50","ENSG00000005073",-0.161244448029198,-2.24646278512305,0.0297414896183233,0.0915564913607383,-2.17351617699215,FALSE,-0.00390334776761008,-0.0549424141135111,0.95643302536565,0.97106040227826,-0.0546302667648198,FALSE
"51","ENSG00000005075",0.0665661949928155,0.932641781481431,0.355977932241135,0.53627136360592,0.923056173604188,FALSE,-0.0684384102180741,-0.95953022323515,0.342450538908467,0.48475176893399,-0.949334447298495,FALSE
"52","ENSG00000005100",0.00439445885263787,0.0957838728806723,0.924108653089055,0.960456267338077,0.0952595724499309,FALSE,0.0125679128647666,0.277436168808296,0.782696548292132,0.85335019671987,0.275806685805214,FALSE
"53","ENSG00000005102",-0.0503546214234997,-0.305524418521092,0.76138933837408,0.866259492224363,-0.303656845895851,FALSE,-1.01075780688362,-5.09019699511493,7.13646046867351e-06,0.000152615886821178,-4.48957742589942,TRUE
"54","ENSG00000005108",-0.126623850189334,-0.753924981111192,0.454891889080933,0.626496771254267,-0.747284429763186,FALSE,-0.319890695163274,-1.8802695047622,0.0667046382565023,0.146598513191042,-1.83365893282592,FALSE
"55","ENSG00000005156",-0.1419614574319,-2.86184311991884,0.00638107862200612,0.0284858299375942,-2.72752828707615,TRUE,0.0318523001751642,0.660101945881002,0.512586088190865,0.646392502075906,0.654816216962883,FALSE
"56","ENSG00000005175",0.0222986407504171,0.457834802141557,0.649208434412646,0.787477241203816,0.454862122458239,FALSE,0.0757789539057377,1.58195912319968,0.120489597713097,0.226278711706598,1.55272185937376,FALSE
"57","ENSG00000005194",-0.0150348563491245,-0.411529257479567,0.68261800340137,0.812482691192935,-0.408893249203607,FALSE,-0.133214706003129,-3.66140944665576,0.000654023582490232,0.00433349430371154,-3.40816073090855,TRUE
"58","ENSG00000005206",0.0111611275648989,0.133048205722458,0.894739106434981,0.942100989659718,0.132309989409964,FALSE,0.0992242108664294,1.20536414311581,0.234301290952214,0.369375512817362,1.18935172000713,FALSE
"59","ENSG00000005238",0.0277840218795072,0.628291600751512,0.532945605613156,0.69532244976368,0.623515826016356,FALSE,0.0188499457167998,0.42894277022143,0.669988652573114,0.772256839528512,0.426163581590357,FALSE
"60","ENSG00000005243",-0.298025295151651,-4.03124384302215,0.000215761166485338,0.00188743054368459,-3.69980973384075,TRUE,-0.41717622522047,-5.71421716237449,8.88107864924207e-07,3.16414645947382e-05,-4.9149375017627,TRUE
"61","ENSG00000005249",0.162888104754853,1.54715429960237,0.128769570289927,0.267347567173311,1.51897189574767,FALSE,0.0599151604532587,0.577042235007492,0.566789442955646,0.692159864825984,0.572786231069555,FALSE
"62","ENSG00000005339",0.0367289244998486,0.771930047009356,0.444181207877499,0.616334086888219,0.765151715371554,FALSE,0.0500195846864033,1.05267082645895,0.298109796361685,0.439368851325223,1.04049540800731,FALSE
"63","ENSG00000005436",0.0224909569283077,0.384571034982714,0.70234022301888,0.826179318761528,0.382163325442443,FALSE,-0.174910657435485,-2.97608201626977,0.00467029835972568,0.0194374225194583,-2.82893636917346,TRUE
"64","ENSG00000005469",0.267746178249293,3.95953485465921,0.000263977379023451,0.00221091270774982,3.64830380198222,TRUE,0.0178922859524831,0.260328035118172,0.7957985596236,0.862686456991282,0.258788333781153,FALSE
"65","ENSG00000005483",-0.00895625666567383,-0.184479061685628,0.854457249499943,0.918545787486477,-0.183434319655789,FALSE,0.00998667013729797,0.206612928073916,0.837236291849292,0.891575708400517,0.205429861249055,FALSE
"66","ENSG00000005486",0.0614891316588653,1.08674212853414,0.282941092338636,0.460892000631699,1.0737358420175,FALSE,-0.0920244796809224,-1.6280755421184,0.110519606789032,0.212572460907236,-1.59586200182052,FALSE
"67","ENSG00000005700",-0.0729900210465089,-1.73290922478102,0.0899220997401199,0.206723399466292,-1.69580877710366,FALSE,-0.109193268337412,-2.60611586103013,0.0123620979381225,0.0411347668476088,-2.50163592169352,TRUE
"68","ENSG00000005801",0.00494028052367398,0.106319652729287,0.915805453020064,0.955911141808634,0.105718813458599,FALSE,0.217127855398887,4.91695911329013,1.24009142200122e-05,0.000224774359756704,4.37041760498314,TRUE
"69","ENSG00000005810",-0.0249951720003841,-0.557524519629217,0.579875562672393,0.734242155824709,-0.553566493013298,FALSE,-0.16112350947828,-3.5979733154817,0.000783612248453067,0.00493853706494504,-3.35851938515988,TRUE
"70","ENSG00000005812",0.108130763899001,2.41057784088337,0.0200670707415383,0.0683708351681945,2.32509144995001,FALSE,-0.10247927729913,-2.27684483810442,0.0276135961920129,0.0758392701507035,-2.20273266987233,FALSE
"71","ENSG00000005882",-0.00884881049714739,-0.158643162994785,0.874656342635974,0.931154972801112,-0.157746772644574,FALSE,-0.189461860465387,-3.38341050761041,0.00149470272322494,0.00807094718962928,-3.17571003863933,TRUE
"72","ENSG00000005884",-0.346330691305736,-3.9799945917756,0.000250121842449057,0.00211120784488397,-3.66213514363916,TRUE,-0.162453403635794,-1.87941482040317,0.0667233379150836,0.146598513191042,-1.8335330522372,FALSE
"73","ENSG00000006007",-0.0224552576755155,-0.620898567846507,0.537817175669554,0.699485535807722,-0.616117192756483,FALSE,-0.121255439164655,-3.36609994445413,0.00157578808115402,0.00836683161244731,-3.16035168651618,TRUE
"74","ENSG00000006015",0.241983545035965,2.10547020423663,0.0405873660885143,0.116189218268119,2.04772078444933,FALSE,0.0626926510313628,0.544959903555862,0.588362832563592,0.709062725378175,0.541210018959227,FALSE
"75","ENSG00000006016",0.0757139377016295,0.650040779588441,0.518980455494685,0.684268584750859,0.644917800712707,FALSE,0.263012065235215,2.35612353171,0.0229207881776497,0.0658592269969058,2.2747523828326,FALSE
"76","ENSG00000006025",-0.138599071698103,-1.26821063086243,0.211117415312804,0.379956354921436,-1.25049873999313,FALSE,0.048331282315676,0.458027794248125,0.649119953261022,0.756502640197902,0.454985106997953,FALSE
"77","ENSG00000006042",-0.284734550854128,-6.3013907738547,1.08404000704509e-07,3.42994061878214e-06,-5.31204134395744,TRUE,-0.251325514231177,-5.61227717398994,1.15490169695786e-06,3.86909946216132e-05,-4.86322203610053,TRUE
"78","ENSG00000006062",-0.626581378832693,-6.2889125423723,1.24879211107781e-07,3.87197118451947e-06,-5.28620607213813,TRUE,0.22161996564688,2.66557718666097,0.0107182327083957,0.0369722652653969,2.55175347787746,TRUE
"79","ENSG00000006118",0.587590547597896,5.63024335062812,1.07399522746549e-06,2.43131848460336e-05,4.87757223453221,TRUE,-0.107325158772758,-1.01140979629664,0.317193440388979,0.459607688597904,-1.00024193347594,FALSE
"80","ENSG00000006125",-0.108877638108198,-3.99140967207963,0.000237862930161915,0.0020283016290639,-3.6749854925877,TRUE,-0.0403566025395185,-1.47770452798984,0.14641900874145,0.261021432222607,-1.45229711710781,FALSE
"81","ENSG00000006194",-0.0259137135575795,-0.599431965336037,0.551863428603946,0.711935403066679,-0.594970143398812,FALSE,0.0466626259376176,1.10063485934532,0.276886891657364,0.416742585078062,1.08733928789414,FALSE
"82","ENSG00000006210",2.21479775450671,5.73817966269784,8.61299338996499e-07,2.03236442031676e-05,4.92093909223287,TRUE,-0.345918293198275,-0.649081625813948,0.519766047532629,0.652610313928134,-0.64370607849364,FALSE
"83","ENSG00000006282",-0.039085216834808,-0.777824552664875,0.44071295950133,0.613492764729121,-0.770989830348656,FALSE,-0.187102604701865,-3.72362975823973,0.00054273193840132,0.00378537546916206,-3.45872837640286,TRUE
"84","ENSG00000006283",-0.00683352192012392,-0.0290353746043383,0.976957795237292,0.991062182643924,-0.0288831363714804,FALSE,-0.132541112512073,-0.549480561216305,0.585328738005566,0.707059865367071,-0.545617724584435,FALSE
"85","ENSG00000006327",0.0449027132172761,0.597008634858084,0.553510767757572,0.712938703275463,0.592507548140756,FALSE,-0.153922057725644,-2.05085993797447,0.0461729217167634,0.111302558676119,-1.99380909087763,FALSE
"86","ENSG00000006432",-0.342220449487474,-3.61210976572243,0.000815492356139353,0.00552563731107323,-3.3474821627979,TRUE,-0.196856490162108,-2.19178390743427,0.0340973612726481,0.089126596197929,-2.11891842819882,FALSE
"87","ENSG00000006451",0.0380075761709437,0.677834698922272,0.501399483550248,0.669550114830949,0.672289389070181,FALSE,0.302824687118682,5.46324149698963,2.02914179422167e-06,5.88668722661465e-05,4.75050011476171,TRUE
"88","ENSG00000006453",-0.368963120430474,-5.86752098510878,5.03897772441553e-07,1.28866397828822e-05,-5.02482272666546,TRUE,-0.168875948651946,-2.76594446613864,0.00822760143370993,0.0299868222008,-2.64258416261778,TRUE
"89","ENSG00000006459",0.111384971746781,1.234036354899,0.223434193400771,0.395141220610268,1.21744699097422,FALSE,0.330525477675942,3.85832900812743,0.000353680958063372,0.0027162396360566,3.57243228159544,TRUE
"90","ENSG00000006468",-0.158260933316527,-1.23667392461242,0.222721747852332,0.394382594257909,-1.21932266914608,FALSE,0.299959392946823,2.55034337258831,0.0143265946052977,0.0460160523074879,2.44896857731757,TRUE
"91","ENSG00000006530",-0.0432119424205848,-0.823609128607244,0.414413015893434,0.590125443477148,-0.816152332542968,FALSE,-0.0400042083091646,-0.775742773701973,0.441884088817659,0.583054228154602,-0.769015534119869,FALSE
"92","ENSG00000006534",0.223708764925429,2.36576212300679,0.0224845483860651,0.074246352787797,2.2820811716972,FALSE,-0.531283021209392,-5.2521459997583,4.27871862147061e-06,0.000102888920450963,-4.59736296440255,TRUE
"93","ENSG00000006576",-0.38242850394104,-6.59757642057286,3.94316204688697e-08,1.44976798489662e-06,-5.4933785976079,TRUE,-0.128482371833795,-2.23881994333664,0.0301398177679091,0.0810839155351876,-2.16824806242593,FALSE
"94","ENSG00000006607",-0.109552563394917,-2.80605605501488,0.00732394099012665,0.0318282592185384,-2.68174433038984,TRUE,-0.0970463774789159,-2.51518486750093,0.0154727752060768,0.0488279091586344,-2.42111984560493,TRUE
"95","ENSG00000006625",-0.0116594000363049,-0.150055946992662,0.881378081815586,0.934752609729399,-0.14922248037243,FALSE,-0.0639634240241074,-0.839965569315527,0.405354669312436,0.548704387869636,-0.832096159730125,FALSE
"96","ENSG00000006634",0.113529239144707,1.24054626796109,0.22096532601891,0.392428326415661,1.22396527864567,FALSE,0.274429617538733,3.19362228442487,0.00253621281212872,0.012154277608523,3.01898715874814,TRUE
"97","ENSG00000006652",-0.11460009575626,-2.16173307220221,0.0363223703113196,0.106892675860427,-2.09330013841742,FALSE,0.258817412894911,4.98694907894286,1.09146615118273e-05,0.000204759821396019,4.39821144926449,TRUE
"98","ENSG00000006695",0.066968850321778,1.37164969101361,0.176829385196077,0.334702993264609,1.35058195262838,FALSE,0.0464897852916866,0.973089673678333,0.335650134452411,0.478468120669037,0.962795549815688,FALSE
"99","ENSG00000006704",0.049550148801118,1.23697264571171,0.222465222781055,0.394121836233431,1.21999908230612,FALSE,0.115723295865918,2.94003678446987,0.00515413651024718,0.0208965572039658,2.79723916346455,TRUE
"100","ENSG00000006712",0.108772171078955,2.68420366342533,0.0101210680181798,0.0407440762740788,2.57166532023049,TRUE,-0.0907945820527335,-2.23502343067796,0.0304179153863542,0.081634985713229,-2.16460542260408,FALSE
"101","ENSG00000006715",-0.168234050978301,-4.36488108303731,7.37602901952695e-05,0.000787917176903269,-3.96381866325873,TRUE,0.0104981090746122,0.275046306558644,0.784546814106476,0.854598457363215,0.27339861917693,FALSE
"102","ENSG00000006744",0.0524239925491786,1.38369219310507,0.173246333866049,0.330338817309738,1.36184649773178,FALSE,0.0100190686569546,0.266356071830251,0.791180771170254,0.859648426009606,0.264777629387772,FALSE
"103","ENSG00000006831",0.0583706192134808,1.70802265921121,0.0946204128665097,0.214831617211184,1.67151289989434,FALSE,0.0203825937246211,0.599717388466024,0.551755015293574,0.679861195683416,0.595132336111576,FALSE
"104","ENSG00000007047",-0.0478476871090287,-1.01336760169505,0.316194274064662,0.496403730417777,-1.00230921343927,FALSE,-0.0646087132795804,-1.37802585578752,0.174898563992281,0.29715455502598,-1.35663075666235,FALSE
"105","ENSG00000007062",-0.125763624644686,-0.649759036877945,0.519034889902509,0.684268584750859,-0.644833808826174,FALSE,-0.509087939274853,-2.56506064754804,0.0136002440819437,0.0441814438447029,-2.46765206751024,TRUE
"106","ENSG00000007080",0.198115596520806,2.79790326064955,0.00747269639309908,0.0323448190678901,2.67501025687021,TRUE,0.0704879936639218,0.99527801318753,0.324799987052489,0.467686049220889,0.98464192780402,FALSE
"107","ENSG00000007168",-0.0935364982940037,-3.47518776354472,0.00113096812208164,0.00720237280803853,-3.25574114039422,TRUE,-0.0777664438540134,-2.88913397262077,0.00589688957910105,0.0232037244128918,-2.75346044370497,TRUE
"108","ENSG00000007202",-0.020654389984986,-0.75195554941346,0.455932486198445,0.627450773642805,-0.745561270059239,FALSE,-0.100934764694698,-3.67746059234804,0.000619283887242724,0.00417264691398102,-3.42302496791876,TRUE
"109","ENSG00000007237",-0.464361638435069,-4.34348182303273,8.54251632098417e-05,0.000884579608702103,-3.92864689603784,TRUE,-0.210807743975942,-2.00390461649322,0.0514840316244063,0.12118962501799,-1.94742309372483,FALSE
"110","ENSG00000007255",0.181325169234739,1.7523936247224,0.0861630071061104,0.200337322710619,1.71599472931264,FALSE,-0.46529502885326,-4.04013963392341,0.000196277235216792,0.0017366442864112,-3.7237603711007,TRUE
"111","ENSG00000007341",-0.00544677641164756,-0.07546966197192,0.940166626210797,0.969740555436494,-0.0750604363418514,FALSE,0.135338745687093,1.97629094889516,0.0541779038823279,0.125806673371388,1.92541145312388,FALSE
"112","ENSG00000007372",-0.400255886437712,-2.81568117623077,0.00716695784206089,0.031271633390702,-2.68898528494305,TRUE,-0.187986196517422,-1.40960144921599,0.165457045488918,0.285051853086384,-1.38694988303092,FALSE
"113","ENSG00000007376",0.209839632187898,2.87008819416368,0.00622220558520123,0.0279495585875726,2.73583585025129,TRUE,0.0448967633351865,0.611877519713057,0.543704893300507,0.673778132203938,0.607220041969089,FALSE
"114","ENSG00000007384",-0.112975942039235,-1.28548700887206,0.205208491614023,0.372058760761405,-1.26685122540363,FALSE,0.0887680053994118,1.03194448881531,0.307638461467938,0.4497373401168,1.02018978460859,FALSE
"115","ENSG00000007392",-0.0745316128659004,-0.905983065942883,0.369553498936063,0.549153860476125,-0.89731004301951,FALSE,0.264715404827657,3.36263613742827,0.00154707602451199,0.00826303537080169,3.16570500478378,TRUE
"116","ENSG00000007520",0.0975604872379016,1.69260149637781,0.0975566811381855,0.219517747264775,1.65681600020318,FALSE,0.0144229793867487,0.25139283921579,0.802680275893935,0.866933153553076,0.249879837695196,FALSE
"117","ENSG00000007541",0.150996814007071,2.41188191972434,0.0199030261831558,0.0679402669804194,2.32817098562256,FALSE,0.0199185940086045,0.317306961093251,0.75244861492095,0.832710826555492,0.315412318630502,FALSE
"118","ENSG00000007545",-0.00804605220985433,-0.140491813451833,0.888882144875819,0.938531646348498,-0.139718834148458,FALSE,0.0983851524852822,1.77586922812282,0.0823868702132243,0.171016367269768,1.7370017033401,FALSE
"119","ENSG00000007866",-0.0840346029710612,-1.31248220509674,0.195941930900367,0.360531820145022,-1.29319989811969,FALSE,-0.0951519052659112,-1.49391473505865,0.142133090007358,0.255570316877638,-1.46789373585684,FALSE
"120","ENSG00000007923",-0.032643674109347,-0.849241305167454,0.400138585317012,0.577396937153672,-0.841373751904608,FALSE,-0.0816389915930017,-2.14004867231923,0.037707325307426,0.0959429925377773,-2.07802208240794,FALSE
"121","ENSG00000007944",-0.311849032995284,-1.66894169929872,0.102347109748248,0.227085928764771,-1.63357981148227,FALSE,-0.00702706389878167,-0.042170109838952,0.966561059633763,0.978331203337031,-0.0419217725934228,FALSE
"122","ENSG00000008018",0.0633545450576784,1.30260371701613,0.199220447550529,0.364210924640019,1.28377570240381,FALSE,-0.113672856435213,-2.33724987100638,0.0238641825188491,0.0677780364925107,-2.2593088061379,FALSE
"123","ENSG00000008083",-0.0927943525770841,-1.20456923375214,0.234411832566843,0.407808752444664,-1.18907073675203,FALSE,0.142161526301357,1.94817486260103,0.0574324841865823,0.130837244501686,1.90000484218893,FALSE
"124","ENSG00000008130",0.0808928951278275,1.69606735760702,0.0966897926410843,0.21815783817154,1.66111778781994,FALSE,-0.0224452199940197,-0.471771826247364,0.639348756523684,0.749444780014609,-0.468609540629063,FALSE
"125","ENSG00000008256",-0.264743287221605,-4.42870395583501,5.89963109107703e-05,0.000654768287554303,-4.01678976555013,TRUE,-0.190634697058,-3.23796448992284,0.00225635176957935,0.0111250074001037,-3.05423510793916,TRUE
"126","ENSG00000008277",0.0935018396646458,0.642875124961862,0.523556753241397,0.687404289807164,0.637872388024145,FALSE,-0.0769070874668699,-0.514856518161584,0.609140757718586,0.725298430817871,-0.511300353223469,FALSE
"127","ENSG00000008282",0.000884321761680098,0.0200787575722006,0.984068866145905,0.994519519192667,0.0199680421554164,FALSE,0.131699567535885,3.02666941578594,0.0040760310563995,0.0175724032116729,2.87221689637999,TRUE
