logFC logCPM LR PValue
MMP23B 0.297234254584077 2.70307086990543 2.91484816244031 0.0877676732131395
CDK11B -0.0598275618297762 6.37523810989481 1.16965687496008 0.279471754675498
LOC101015749 -0.0270449461138494 4.4230732556558 0.261804663321527 0.608883029086482
SLC35E2B -0.115705885237 2.68739178534918 0.694128437839254 0.404763685756529
NADK -0.00386359677180017 6.84987513195831 0.0032206554253662 0.954743691729216
GNB1 0.111930362988041 6.98302566876279 9.94741662931438 0.00161075278180505
CALML6 -0.0279587549144671 1.4069919995721 0.0491411710696639 0.824564495352611
TMEM52 -0.322486093989187 7.07732799111476 2.77518380759898 0.0957356656235137
CFAP74 -0.0183192189425889 -0.808459821890977 0.00902879521663635 0.924298962756776
LOC116273824 -0.291025775830236 -1.42635639547247 2.24571414972218 0.133985037990143
PRKCZ 0.186700207421632 3.717147876829 1.29016127893522 0.256018231135115
LOC101020735 -0.0417587489986234 1.06634348552161 0.265556031668666 0.606328524257811
FAAP20 -0.0995639909167303 2.35280021112744 1.5427136945728 0.214214328733714
LOC103886885 -0.0669904755267317 0.19036481132213 0.114421016629194 0.735165939911439
SKI 0.116171365973804 5.99107580761131 6.68645480389256 0.00971482083677949
MORN1 -0.12876242702927 0.983539812746646 0.952457556801278 0.329094535307079
RER1 -0.0649089558577161 6.19905689857594 3.59336635080598 0.0580106190116169
PEX10 -0.0641567640144482 5.24242723073034 3.6615509257449 0.0556817784466573
PLCH2 -0.38035781201496 1.82290225318833 3.34315578735379 0.06748506196643
PANK4 -0.0460461016652406 4.93734863747887 0.6949654850917 0.404480552875083
TNFRSF14 0.00454724199985684 4.24597903681782 0.00206889314108594 0.963720661431357
PRXL2B 0.0316336484480516 2.04254620168377 0.135575374853829 0.712719923904746
LOC116268914 -0.18804393742476 0.925490508208959 0.447507003339297 0.503521222386697
PRDM16 -0.179319040562667 0.150819459089583 0.884955400188574 0.346848017773342
MEGF6 0.214589704049295 2.86572162183501 2.28143678410197 0.130930530869243
LOC116269088 0.0803536421533992 0.125268767106191 0.540336219899245 0.462293419430528
TPRG1L 0.0583991112361239 6.71059447503441 1.1926475825793 0.274796157344173
WRAP73 -0.0482809237208769 3.51815064585501 1.4849469562335 0.223002126236002
TP73 0.129638623878868 -0.046211461604519 0.554774312550762 0.456373447883461
LOC100999962 -0.121213725368473 4.45374796875647 3.20198153864948 0.0735491072331663
SMIM1 0.029073564573977 1.90435922505133 0.0602158108042659 0.806155167357712
LRRC47 -0.075313604814906 6.53497902895664 3.82885331096281 0.0503773867421624
CEP104 -0.0237249463964898 3.74577243309632 0.197646467247068 0.656627294212485
DFFB -0.00995292086227779 1.48542501235619 0.0208623482378698 0.885154577861902
C1H1orf174 0.0486403951504303 3.07874760195525 1.36503366181108 0.242667005473953
LOC103888364 -0.234160540044065 2.80048020040674 5.70631959916807 0.0169039428862952
AJAP1 0.0951890133046817 -0.129180517766056 0.533769021585613 0.465026580544057
NPHP4 -0.119362887953099 4.03891438246776 1.06470820661957 0.302143803256275
KCNAB2 0.281862390233546 3.42262153357689 7.83999801599896 0.00511026626952479
CHD5 -0.196362022580184 -0.441485717257069 1.25648183169369 0.262318083907123
LOC103876127 -0.0455609399291748 -1.92533950132343 0.0111726302752686 0.915819853863897
RPL22 0.02185301849975 8.08653564129195 0.249940888674359 0.617116702624095
RNF207 -0.0176550402453815 4.0281622157557 0.0136981881254314 0.906828943143385
ICMT 0.0626204125326441 4.7537696463761 1.56191795752727 0.211384615253709
GPR153 0.176785302239695 2.16131868329753 2.9898592480248 0.0837874509801773
ACOT7 0.110037281799017 3.56327729945618 2.48003588832557 0.115299621905289
HES2 0.131733982073957 1.54947602263365 0.36854276253041 0.543799660802974
ESPN 0.318161227542547 3.94874262429363 0.912773611213993 0.339379567550487
TNFRSF25 -0.130737701439068 3.31210644138305 1.51670483668215 0.218118831521833
PLEKHG5 0.0137614525329005 4.31367634685771 0.0214013987400676 0.88369074750541
NOL9 -0.0911571213704211 2.29464443317521 0.792455990393591 0.373358519629815
TAS1R1 -0.211479021120517 -1.04505715377633 2.27256480441758 0.131681817132618
ZBTB48 -0.181946383159306 4.55895134818754 9.33117997619877 0.00225287238040392
KLHL21 -0.157820212366867 5.71413144538266 3.3962621002687 0.0653443377457445
PHF13 -0.207972804256627 3.88068558652414 16.3695204806947 5.21166055133087e-05
THAP3 -0.117318364288663 3.8026371435756 5.43026824524748 0.0197906389848982
DNAJC11 -0.0163358232837231 5.76959451472554 0.148834609578842 0.699651543913529
CAMTA1 -0.0644485161009609 3.03572304188312 0.875122614685552 0.349541045056131
LOC108585018 -0.152360345569051 3.52693160030953 4.39626045823502 0.0360178261531992
VAMP3 -0.0749843718991758 6.68713878616938 1.32424547868851 0.24983153901446
PER3 -0.17055538634899 5.56680429903084 4.54439046520417 0.0330267789122599
TNFRSF9 0.139955353308655 -1.14384754731242 0.910293360931178 0.340036593417072
PARK7 0.0326726626836261 6.99624730340933 0.318628369626936 0.572433112819188
ERRFI1 0.430433741838043 7.53820327315398 7.99476834471261 0.0046912702054321
LOC103877464 -0.136990011135483 -1.94796264832861 0.586512296107344 0.443770970114598
LOC110742806 2.79722041402472 1.40163124726551 49.5099582545887 1.97367339462354e-12
LOC103877483 0.527208025450858 1.02329986691686 2.49347674289595 0.114318936005065
LOC103877559 0.764575473220084 0.844050145301347 4.64682611174578 0.03111101985849
SLC45A1 0.0557765905822919 0.84032239794418 0.461727416616895 0.49681776743947
RERE -0.0730015438152659 7.38325229069065 1.81791859079453 0.177561232461206
LOC116274123 0.0533626715930809 3.29210783661536 0.222765633411314 0.636940676297538
ENO1 0.21063709863586 6.69554084507287 9.87346113977696 0.00167679780082307
CA6 -0.0327415375932995 -1.04924671324167 0.0291329698684422 0.864472377928811
SLC2A5 -0.178804598580247 5.87336832799577 0.733289810395377 0.391818906918619
GPR157 -0.23462682514873 7.06303222604563 1.48572622507709 0.222880745936062
H6PD 0.151450100770592 7.51340884902441 3.26413075830447 0.0708105413205331
SPSB1 -0.10242590600626 3.95173357819178 1.6176591036201 0.203418501323016
LOC103878191 -0.0161032505461184 3.90597348224752 0.046744581050234 0.82882799409098
LOC103878268 -0.242949795672211 0.393278164350404 2.92355264980142 0.0872954735273469
LOC103878296 -0.0438071369256435 -0.151322911090979 0.075519544972849 0.783463600416793
SLC25A33 -0.104513478124165 4.48483787364834 1.19414030469812 0.274495995859254
TMEM201 -0.111369525401723 4.1742548379975 1.54775630884137 0.21346697632788
PIK3CD 0.0549682015947946 3.32870430045439 0.241700707058328 0.622980463990201
CLSTN1 0.112059234913408 6.62727116268349 1.86906508576811 0.171582194806742
CTNNBIP1 -0.111843723857857 5.04629285926293 2.84413791049855 0.0917077708174657
LZIC -0.0189637984551965 4.16048490045797 0.139055418870839 0.709221865184885
NMNAT1 0.0154017999920745 2.87821510229365 0.019250119065191 0.889651816476353
RBP7 -0.0755383709475769 5.0040078900865 0.198493688346957 0.65593945440466
UBE4B -0.0854728687842615 6.03304332415084 3.51643747038395 0.0607629250056039
KIF1B -0.00587103845023198 7.74346586473109 0.00590820889550514 0.938731041123615
PGD -0.00619969689110489 5.93059752383482 0.00418023875113249 0.948448879019674
CENPS 0.0209581036272068 1.61965922079755 0.0946832672159417 0.758305701625811
DFFA 0.0519579872596602 4.34432160546818 0.632621539369495 0.426395343540548
CORT -0.14806047804962 0.205926913674718 1.34771340734073 0.245678260106802
PEX14 -0.0399790795936876 4.94409932941119 0.873408082662365 0.350013532010288
LOC103878866 -0.00700879144609308 2.36679978335245 0.00172747096371495 0.966847184594582
CASZ1 -0.0417588817176906 3.96595441925728 0.0749095219779292 0.784318221691179
C1H1orf127 0.132372529092462 1.27709240343277 0.311818560296615 0.576566382268434
TARDBP -0.00834667934980205 7.29368458753149 0.081415363636836 0.775388438518339
MASP2 3.12828472577527 7.78216823664442 30.0581351518399 4.19285880782021e-08
SRM 0.0462071678179644 5.5234575513006 0.598108672133264 0.439300564573308
EXOSC10 -0.0212839866914928 5.42777949214265 0.47365617753627 0.491309947087219
MTOR 0.0203007820630893 6.21389175809371 0.159019428476142 0.690060914068208
ANGPTL7 0.368400464753401 3.34617525260667 0.993777965391814 0.318820756502303
UBIAD1 -0.0458900047981095 3.77669057986349 0.413746132516053 0.520074214356909
FBXO2 0.155792085069876 0.495973992263436 1.06841770327185 0.301303122818182
FBXO44 -0.177334756137116 3.95695081648249 5.52890375054835 0.0187048211804852
FBXO6 -0.0159670175470608 3.15939722239256 0.115200715697142 0.734299146906348
MAD2L2 -0.166833951017796 4.59825474349256 9.41602302498654 0.00215097523698267
AGTRAP 0.0222981452199305 5.01673686795758 0.117738340110691 0.731500505934979
C1H1orf167 -0.284293656645876 0.906883830004128 1.82704207166762 0.176477321118463
MTHFR -0.0241062635292198 3.91420557559081 0.125283301377181 0.723373497581349
CLCN6 -0.0932619764086016 4.83718670128788 3.13991944061723 0.0763975811839382
KIAA2013 -0.0198846072258069 6.21322045757068 0.282223993175251 0.595247224241454
PLOD1 0.0995590456586841 6.03455873213882 5.95652767360986 0.014662891441738
MFN2 -0.0605798927103063 8.00391325848564 0.470281355891302 0.4928577601595
MIIP -0.264214225060302 3.58143527737072 9.10246500207455 0.00255265248144862
TNFRSF8 0.161170431178866 -0.979458905462536 0.556153402002906 0.455814260609694
TNFRSF1B -0.0106972446252428 5.79101549950352 0.0313081720022979 0.859554612327711
VPS13D -0.084512340103957 6.03720095639867 5.08480067134832 0.0241364511083519
DHRS3 -0.138176998870287 7.19828094023275 5.12162722487324 0.0236294491089515
LRRC38 0.123328132312705 4.22461986923304 0.173890066523995 0.676677472342788
PDPN 0.285436100006299 4.28041231551406 1.96968985704552 0.160480785736136
PRDM2 -0.0999071591601917 4.89019985853787 3.36046798296212 0.066779088754793
KAZN 0.0120713407999736 3.67413328018693 0.013825333741238 0.906399518175725
TMEM51 0.0020281951399777 2.95924665456409 0.000468626604856581 0.982728915357589
FHAD1 0.191304276496201 1.57082517057704 1.36595635220226 0.24250785514233
EFHD2 0.171575321966554 3.11579380562962 2.03048376191657 0.15417152711539
LOC101027045 0.664618087923169 -1.25172384806119 4.27882312413379 0.0385900590496258
CASP9 0.00835679482548526 4.42712452872581 0.0157266258001982 0.90020226151105
DNAJC16 -0.102576553463731 3.50035230680055 3.16122358058522 0.075406645499336
AGMAT 0.703104717510538 6.90341534075225 27.503446690281 1.56814794913767e-07
DDI2 -0.00774324639533465 6.59056326989471 0.0166180873483199 0.897427945412675
PLEKHM2 -0.0713484278607114 7.47399079231984 1.2454793062704 0.26441766502583
SLC25A34 -0.0447100280944142 5.04971624921115 0.127624547469622 0.720907816380391
TMEM82 1.4018646225814 4.75492134146457 36.6911888428107 1.38403589493188e-09
FBLIM1 0.0166181852514824 3.69713534863277 0.0344331523024834 0.852788474345842
SPEN -0.0245116172440215 6.07510534185852 0.356069493486871 0.550697283220353
ZBTB17 -0.0791768297834487 4.53106220641527 3.80304760339573 0.0511593864168504
HSPB7 0.227654336065404 8.72960291417482 0.298903065858099 0.584570918479077
FAM131C 0.150308361322673 0.241287581822937 0.425026553528937 0.514439488571527
EPHA2 -0.0572316575862626 4.32790305920522 0.412418484480042 0.520744523631833
ARHGEF19 -0.138144349171209 3.00995659865628 3.58751382983212 0.0582152754068165
LOC110742925 -0.170321375824136 0.134255667539983 0.814160987563014 0.366892906045947
CPLANE2 -0.0435677846909973 1.36671027122036 0.30327897709617 0.581834061445567
FBXO42 0.0111119401108733 4.90191583835997 0.0653555727714092 0.798223145085559
SZRD1 0.0154394120533567 6.9474111944395 0.12523904110617 0.723420359038053
NECAP2 -0.00636066657446162 5.26732598388829 0.0147568495033283 0.903312618333754
LOC100998646 -0.104221496486836 2.95876160219836 1.66287431182081 0.197215686508815
MFAP2 0.0639649150473841 4.01131799256371 0.337483317473243 0.561285513452117
ATP13A2 0.00295197615665177 5.70211503313728 0.00317625069646965 0.955056427374263
SDHB -0.046363708690939 7.27378574255078 0.514534193127872 0.473182598753325
PADI2 0.118429531526808 9.07776418306761 0.2748101627094 0.600123174177215
PADI4 0.303896739894041 0.132583678723268 1.47209287945304 0.225015774580289
RCC2 0.00457359433378159 5.30404749513178 0.00713967561563322 0.932661605022686
ARHGEF10L 0.0739783711362411 6.46238477421807 1.96552814518543 0.160923325221525
LOC110742975 0.229124249257678 -0.929575262485941 2.42941016886823 0.119077696312457
ACTL8 -0.109538449477995 -1.98934564152298 0.283914569432568 0.594146873006986
KLHDC7A 0.634674444166147 1.60598970675475 4.7462478669969 0.0293622510025303
ALDH4A1 0.231536330691561 7.39865846782019 4.29205375273563 0.038290885584489
IFFO2 -0.0522653058729877 3.45825223385161 0.334168979540379 0.56321449265271
UBR4 -0.0660127576721604 6.91853012073185 2.49764477720748 0.114016695043043
EMC1 0.0124942362753513 5.52652323270315 0.0846833470897081 0.771048235216541
MRTO4 -0.074176994214441 4.3447240049052 2.14652507746655 0.142892978730522
LOC101009567 7.57978298399454 7.62808833334178 86.818453908154 1.18954383379268e-20
LOC101009235 3.8942075931268 7.2624364421557 53.2987269112547 2.86492151568404e-13
LOC101010515 -0.0428312927566207 5.53712412110495 0.291440664212473 0.589298794550265
SLC66A1 -0.00891208096274256 3.08100971325156 0.0148122114408693 0.903132313507936
CAPZB 0.0281200148622675 7.4517324180006 0.35433370638674 0.551670116530844
MICOS10 -0.0230681463246925 4.46928792965567 0.0717538581789086 0.788800074430332
LOC103882066 -0.134885095741484 -1.51158049766451 0.755644107903777 0.384695135030641
NBL1 0.140797918292496 5.74160524014711 1.17181840572766 0.279027921918813
TMCO4 0.0929591455275074 3.12905073197939 1.95842799104696 0.16168154181143
RNF186 0.277470047574721 -0.158291201828748 0.890674913007274 0.345294478420321
PLA2G5 -0.487159665313585 3.00773280405213 5.07795176972172 0.0242319797962224
PLA2G2D 0.305092551516771 3.01064547106427 0.987975954523222 0.320237572544915
PLA2G2F 0.185733346816732 -0.0348533324195063 0.695542852606877 0.404285425545565
CAMK2N1 0.246406148856275 5.03534704750894 5.20920740976146 0.0224675748409274
MUL1 -0.0832165128675632 4.2872981387741 3.6816039988131 0.055015900006458
FAM43B -0.0752003744210586 0.0706626035457547 0.169742649546833 0.680340624481432
CDA 0.140088354509419 4.5635943931113 2.43891014521773 0.11835843317434
PINK1 -0.0250477484627689 9.01423354690797 0.0797863046898328 0.777587213072939
DDOST 0.0245858956370233 7.42089793689317 0.259667120398831 0.610348939779131
KIF17 -0.054461020571775 3.48200197933883 0.427436381459188 0.513249565347158
SH2D5 -0.12742796529582 -0.645809844252772 0.718159285621368 0.396748361348498
HP1BP3 0.00852487745294445 6.07602496010382 0.0524362696804701 0.818876943766666
EIF4G3 0.142818877149034 6.74583145177112 3.16826880693429 0.0750819919891866
ECE1 -0.0752031611008642 5.3150594573303 0.274598159533525 0.600263833516397
LOC108584302 -0.413128930061784 0.909982847321798 7.58177542468843 0.00589613392770871
ALPL -0.471613164698036 6.46382946316102 6.73863928350227 0.00943465608698071
RAP1GAP -0.0536011579537981 0.638430363165276 0.0459344649725608 0.830294971132545
USP48 0.09061098974162 5.51052360423061 11.0368475660159 0.000893186154972185
HSPG2 0.141991185851675 8.30958145256937 1.53225854960408 0.215773792967233
LOC103882153 -0.514555341560026 -1.26789716881853 3.24510303438296 0.0716371862360135
LOC103882166 -0.0868095431476495 1.84383107710983 1.00570921716769 0.315932976765824
CDC42 0.0886685808673118 6.17734879053998 7.51615301413767 0.00611481312828257
WNT4 0.198471587950808 3.0114800225688 0.577774734542231 0.447185878160765
ZBTB40 -0.0249550478659168 5.30902436378803 0.256547109364931 0.612502323016874
EPHA8 0.0956169325321495 -1.65619610487955 0.128227920326879 0.720276513852104
C1QA 0.256541895958493 5.67230988122744 2.3789431308511 0.12298072241598
C1QC 0.278072350560752 6.04237221780506 2.7629940524115 0.0964675424517275
C1QB 0.324273047097058 6.31677331068262 3.68064044967264 0.0550477015564782
EPHB2 0.262530499197791 1.54556877297873 2.4028202630119 0.121116722400082
KDM1A 0.0405823050117625 5.39355969955628 1.65609665275122 0.198131171117015
LUZP1 -0.00282455305197787 3.53160263818106 0.00211540552913903 0.963315400464388
LOC103882269 -0.0160712522892856 2.32438004226435 0.0376585133396929 0.84613045550223
HNRNPR 0.144612311182466 5.68887849599033 3.3865833236415 0.0657290201043706
ZNF436 -0.0921463543309022 4.57619193429717 1.94225223088733 0.163424198933559
TCEA3 0.107463153828754 7.36425293796421 1.50819174398617 0.219415217659699
ASAP3 -0.0212817385959613 5.19897433311639 0.056985146418981 0.8113261051851
E2F2 0.313854117590894 -1.17716386938942 2.80231756545368 0.094128159438574
ID3 -0.223302647643162 5.72900437200269 7.8220786598821 0.00516118016387151
MDS2 -0.137388035130095 -0.255678231071612 1.16396709104674 0.280644317486463
RPL11 -0.0229406274792722 8.58030319006789 0.177858860262916 0.673219795983813
ELOA -0.125144918832186 6.81329718951911 5.02762161255129 0.0249461332209423
PITHD1 -0.0602788285960828 5.57009212196429 1.91459115596365 0.166454156233745
LYPLA2 -0.128120561043136 5.52612708426167 9.30270548592443 0.0022881570037015
GALE 0.00400573167346055 4.28311431919318 0.00171464634786389 0.966970405281723
HMGCL -0.05381503110166 6.72539453924245 0.665316670965353 0.414689209553518
FUCA1 0.236170539024871 6.62772069287495 8.14172084361758 0.0043258211297633
PNRC2 -0.0481028173663477 6.58399348990391 1.05604125008028 0.304119823734513
SRSF10 -0.00532675907715553 4.9206958154411 0.0187170315074354 0.891180819049716
MYOM3 0.0188821682607635 6.60928118728808 0.00427721223491062 0.947855206128347
IL22RA1 0.342054019186567 2.60636318331989 1.24056757014318 0.26536169725381
IFNLR1 0.663203530074545 3.49719614512982 10.9319381130804 0.000945205652567757
LOC108585577 0.00764648203817354 3.22492351203965 0.00483997339711095 0.94453598140074
GRHL3 0.0810365148908898 1.37499916364985 0.313811978027616 0.575350369536081
STPG1 0.229914879113226 -0.292862619441379 2.31523806806047 0.12811168493534
NIPAL3 0.113196286862579 4.37878925343678 1.58996225895442 0.207331526044093
LOC100999502 0.192728447183912 -1.25760410116331 2.02851562339106 0.154371315861962
NCMAP -0.109054897353068 2.95607260636058 0.217364178693742 0.641055662952702
SRRM1 -0.0940882492365859 6.35177673324473 5.55738109209437 0.0184029242072745
CLIC4 0.0569127696775703 6.92489874266746 0.726692657173999 0.393957332182718
RUNX3 0.105694632823838 1.95755852189522 0.665056027772494 0.414780629594491
SYF2 0.0139534282456022 5.0290553708821 0.131508161741579 0.716873421781573
RSRP1 -0.139698157053661 7.16117259805544 3.64115599788164 0.0563677834879903
LOC103882495 -0.0385281451018606 1.92351570184937 0.459870277293021 0.497684605487539
TMEM50A 0.00476359925038274 5.62244394502788 0.0175926284354091 0.894480306178949
LOC101000761 -0.35699342756822 -1.64327978433863 2.37258623731736 0.123482328713323
MACO1 -0.0937745840330538 5.1262881923024 2.64598748233323 0.103811632603786
LDLRAP1 -0.0706235058676051 5.65613742915454 1.28294084335909 0.257352950514486
MAN1C1 0.16506153341298 5.3967850020797 2.19715164248686 0.138266019020089
SELENON 0.114679215021439 6.14776282539512 2.99186427544896 0.0836837757830904
MTFR1L 0.0559366857284833 6.60179109717326 1.69989789461374 0.19230133080968
PAQR7 -0.0143703477084658 3.80487871915807 0.0363270379893947 0.848841707491779
STMN1 -0.000801660462358325 3.50861657865779 5.03020407904842e-05 0.994341136437532
PAFAH2 -0.0136096928326772 3.37410600890731 0.0533888149531663 0.817268036094624
EXTL1 -0.968437559976736 0.520712600451926 8.33837940686499 0.00388162068552223
TRIM63 -0.498539992795452 6.88876124192993 3.23773494613647 0.0719600598651109
PDIK1L -0.0196617565814834 0.826576561441692 0.0216228390432889 0.88309487231978
FAM110D -0.232009053029513 1.45207043630848 4.72820531042146 0.0296718308417135
ZNF593 -0.172249537895873 3.95454736628511 2.65681262658518 0.103107161672468
CNKSR1 -0.33716276468098 5.05279525658842 3.51660562948064 0.0607567594696041
CATSPER4 -0.255572293641856 1.37119937417477 1.03227635989549 0.309624615257206
CEP85 -0.0670380282773842 5.96354098288986 0.789372167480451 0.374290035785923
SH3BGRL3 0.15534352586146 5.62999436554721 3.43606097941813 0.0637876021447404
UBXN11 0.000563354722710794 0.962022207214324 2.00996936428055e-05 0.996422881514267
CD52 0.34586162767232 4.50032645969402 8.9506898148623 0.00277364829143831
CRYBG2 0.264734187027956 1.91230582553502 1.27886612369753 0.258109966882293
ZNF683 -0.14723367789615 0.736248017305415 0.619985650364811 0.431052618423758
DHDDS 0.0204905093943576 4.65966343101862 0.0942122527204674 0.758888931547666
HMGN2 0.0186612908667267 5.58082749359042 0.162229502496416 0.687112108396564
RPS6KA1 0.220382792535017 3.91370362713408 3.32948148385344 0.0680483243054553
ARID1A -0.047556575410623 6.01612324967359 1.15250181023299 0.283026044918977
PIGV 0.0128830362317349 3.71963187322543 0.0388406110968731 0.843764766023617
ZDHHC18 -0.0402581447991063 1.42823648756928 0.288397675178885 0.591249171991861
GPN2 -0.0843154033379561 2.98745182306114 2.69444312507471 0.100698666116276
GPATCH3 -0.0234050176158297 3.17159883151511 0.465722704606264 0.494961533770396
NR0B2 7.77234291943813 5.34791670041293 136.410179931378 1.62291234362277e-31
NUDC -0.0357675672763743 6.76639999369213 0.556466788553564 0.455687340407992
KDF1 0.845974815801377 0.48950461736819 6.62592713695892 0.0100504813733475
TRNP1 0.0794754595981649 2.71662552267266 0.495388547756306 0.481533392729538
TENT5B -0.236810813569766 2.04671418689706 2.21533790263391 0.136645140646674
SLC9A1 0.0494002858399414 1.6843982669858 0.17140232005147 0.678868516888786
WDTC1 -0.050642346568441 6.85877926278678 0.601059715702036 0.438173981956981
TMEM222 -0.107767885205458 5.18245488294751 8.16809162677458 0.00426337402934175
SYTL1 0.369823147937308 1.52902375515563 5.66007274558615 0.0173554031630931
MAP3K6 -0.311097463540476 5.6160711383215 6.81636075826475 0.00903264495399003
FCN3 -0.338234423097136 3.59409964412583 5.78235330312714 0.0161878537193522
CD164L2 0.490623206268426 -0.720388285144279 3.71195391890251 0.0540241142638136
WASF2 0.0460887921289229 6.49415495251853 0.995966142770953 0.318288555873594
AHDC1 0.109776394766578 5.51614035158857 2.23693504006042 0.134747839558829
FGR 0.305970938821034 3.8383275757653 8.12747379744758 0.00435994534629867
IFI6 0.0417127559374976 7.8012448400763 0.0629331298632678 0.801918667595144
FAM76A -0.0653408557104605 3.92220920875113 1.56901465100486 0.210350167977827
STX12 -0.0178648563978996 5.08667156219216 0.173356965083144 0.677145437938738
PPP1R8 -0.019728157388145 4.54561455204697 0.696211058392009 0.40405976983464
THEMIS2 0.22831163658957 2.36543761334257 3.47001274057584 0.0624908293643639
RPA2 0.00159956831072264 4.82556787333646 0.000899047547761711 0.976079716609987
XKR8 -0.0111076776579251 2.64472580624158 0.0295790911935683 0.863448747942634
EYA3 -0.0967373150306728 4.36118073321608 9.56738035567469 0.00198065212952011
PTAFR 0.219155991929085 2.19172401979497 2.74311397001838 0.097674262676734
DNAJC8 -0.0029844602712907 4.97289470567186 0.00825846607233416 0.927591038756202
ATP5IF1 -0.0323091799928293 7.3003031562895 0.148012202095856 0.700442252856043
SESN2 -0.200217816242416 4.28909339254543 7.67314873834613 0.00560485659660146
LOC101012887 -0.0929538587972224 4.37686527055142 2.20868966625414 0.137235192823516
LOC103882919 0.0533923808751055 2.76457157073815 0.373487214720171 0.541109546359448
LOC116272086 0.20300038471098 -1.20957688316648 2.19539200380007 0.138423989592285
LOC116272087 -0.159649241810529 -1.22365756990348 1.56851767822502 0.210422413397912
RCC1 -0.0627919277894875 4.11452407824252 1.35341590504288 0.244681830294501
TRNAU1AP -0.111115912270077 3.38994678006428 3.99508084250408 0.0456332632937292
LOC101013261 -0.112588200557365 2.40364727933656 1.76093681940063 0.184507708056418
LOC116272422 -0.0559477344366419 -0.971090758456375 0.156859993229659 0.692064053753608
LOC116272308 0.10950968716612 -1.17856740754263 0.768171347979546 0.380783355600983
RAB42 0.544553921978856 1.60773169963014 25.7742768825976 3.83769238579405e-07
TAF12 -0.041556625640348 4.31288613532053 1.02715979226218 0.310826685540895
LOC103882972 0.0219151726447927 0.277477350619406 0.0146667919462971 0.903606655953126
GMEB1 -0.0268245320060397 2.5340498348844 0.195746508021898 0.658176272724657
YTHDF2 -0.011537927891184 5.29918283315723 0.130893576700601 0.717507341285164
EPB41 -0.0639922461989253 5.87774473026893 1.9676027135402 0.160702550466358
